Player ID,Level,Attempts,Time Played,Booster Used,Avg Daily Login,Level Completion Time,Specific Action Usage,Lives from Ads,Purchase Amount,Purchase Date,Purchase Type,Device Type,OS Version,Friend Invites Sent,Friend Invites Received,Guild Chat Messages,Facebook Connect Status,Social Engagement through Facebook
709290,264,96,6702,0,1,60,Color Bomb Usage,0,6.32,2023-12-12,In-App,iPad,14.8,7,14,6,Yes,low
1352708,10,4,800,0,24,1386,Special Candy Swap,0,0.01,2023-12-12,In-App,iPhone,19.3,3,0,10,Yes,low
8456964,10,305,800,77,17,50,Striped Candy Swipe,3,1.93,2023-12-12,In-App,iPad,13.9,0,0,0,No,low
8808279,103,32,800,0,1,251,Extra Time Boost,43,99.99,2023-12-12,In-App,Android,13.5,0,7,8,Yes,low
65906,10,4,800,35,3,522,Color Bomb Usage,16,21.77,2023-12-11,In-App,iPhone,12.3,9,20,8,Yes,low
65908,155,51,28915,75,21,50,Fish Usage,34,99.99,2023-12-10,In-App,Android,14,0,0,44,No,low
66242,173,364,1347,47,19,50,Fish Usage,0,9.85,2023-12-10,In-App,iPhone,11.6,0,9,25,No,low
66405,210,371,800,12,2,1422,Wrapped Candy Blast,12,4.51,2023-12-10,In-App,Android,15.2,10,0,56,Yes,low
66518,502,23,6259,95,1,877,Fish Usage,0,99.99,2023-12-10,In-App,iPhone,18.6,6,4,0,Yes,low
66961,131,400,6948,0,6,219,Extra Moves,0,20.69,2023-12-10,In-App,iPad,11.2,33,1,0,No,low
67679,10,153,9360,34,24,50,Striped Candy Swipe,0,16.84,2023-12-10,In-App,iPhone,11.2,30,5,11,No,low
107328,49,71,800,52,5,250,Color Bomb Creation,4,8.84,2023-12-10,In-App,iPad,12.6,5,7,6,Yes,low
141496,10,109,800,70,6,50,Extra Moves,14,25.34,2023-12-10,In-App,Android,12.5,4,112,12,No,low
158037,66,400,800,35,19,83,Striped Candy Swipe,4,4.71,2023-12-10,In-App,iPad,11.8,5,112,9,Yes,low
161421,10,112,800,3,8,88,Special Candy Swap,49,10.76,2023-12-10,In-App,Android,16.6,4,13,0,No,low
198034,10,245,800,0,1,50,Extra Moves,13,4.73,2023-12-10,In-App,iPad,12.6,15,1,78,No,low
219376,63,4,800,0,22,124,Special Candy Swap,11,15.68,2023-12-10,In-App,Android,11.2,2,1,2,No,low
229218,73,204,800,45,1,317,Striped Candy Swipe,18,19.45,2023-12-10,In-App,iPhone,14.4,0,5,25,Yes,low
742621,106,4,800,9,1,591,Wrapped Candy Blast,0,3.79,2023-12-10,In-App,iPad,17.4,18,2,5,Yes,low
67892,136,4,800,15,1,50,Striped Candy Swipe,0,99.99,2023-12-09,In-App,iPad,12.3,17,23,9,No,low
150859,10,4,800,50,24,180,Striped Candy Swipe,0,11.6,2023-12-09,In-App,Android,11.4,0,10,112,Yes,low
67951,443,4,76222,67,6,50,Special Candy Swap,34,38.65,2023-12-08,In-App,iPad,16.6,1,8,74,No,low
778279,156,23,800,0,1,331,Fish Usage,0,25.65,2023-12-08,In-App,iPad,14,48,5,46,Yes,low
68404,32,4,6823,11,24,52,Striped Candy Swipe,0,4.2,2023-12-07,In-App,iPad,11.6,76,20,9,No,low
68461,10,400,11109,37,7,522,Fish Usage,0,22.29,2023-12-07,In-App,iPad,11.3,0,11,71,No,low
12443,441,197,800,12,24,694,Special Candy Swap,1,7.62,2023-12-07,In-App,iPhone,14.3,7,8,6,No,low
19338,10,60,9906,70,6,407,Special Candy Swap,0,25.67,2023-12-07,In-App,iPhone,18.8,1,7,0,No,high
64720,10,52,6565,14,10,448,Striped Candy Blast,0,0.38,2023-12-07,In-App,Samsung Galaxy,15,20,4,12,Yes,low
82467,93,340,1260,4,5,59,Extra Moves,0,3.15,2023-12-07,In-App,iPhone,13.2,20,0,0,No,low
88888,214,4,800,11,1,50,Color Bomb Usage,4,8.67,2023-12-07,In-App,iPhone,18.7,0,5,4,Yes,low
165491,56,4,800,0,3,50,Striped Candy Swipe,9,22.94,2023-12-07,In-App,iPad,18.6,6,25,6,Yes,high
170104,659,4,800,12,2,2280,Fish Usage,14,19.7,2023-12-07,In-App,iPad,13.2,14,7,75,No,low
229307,735,100,800,1,3,1213,Special Candy Swap,19,19.55,2023-12-07,In-App,iPhone,13.8,13,5,0,No,low
230011,10,33,800,0,1,50,Special Candy Swap,7,9.93,2023-12-07,In-App,iPad,17.3,0,23,9,Yes,low
271066,100,4,800,50,9,140,Extra Time Boost,0,3.88,2023-12-07,In-App,iPhone,16.7,12,0,7,No,low
682700,118,400,9212,27,7,199,Extra Moves,33,20.67,2023-12-07,In-App,iPad,14.5,4,0,19,Yes,low
832044,10,323,800,12,24,951,Fish Usage,9,26.17,2023-12-07,In-App,iPad,19.3,15,8,6,Yes,low
1102427,10,24,800,64,1,50,Striped Candy Swipe,42,14.57,2023-12-07,In-App,Samsung Galaxy,14.2,10,40,41,Yes,low
1298170,39,75,8229,10,24,311,Wrapped Candy Blast,0,16.39,2023-12-07,In-App,Samsung Galaxy,18,0,17,6,No,low
68461,115,84,95000,12,3,50,Fish Usage,1,3.64,2023-12-06,In-App,iPhone,11.2,0,0,28,Yes,low
68461,66,4,800,32,1,93,Special Candy Swap,6,22.99,2023-12-06,In-App,iPhone,11.7,0,0,7,Yes,low
68461,219,44,800,95,20,301,Special Candy Swap,16,80.51,2023-12-06,In-App,iPad,15.4,14,0,107,No,low
68461,10,25,20999,6,4,280,Special Candy Swap,0,21.32,2023-12-06,In-App,iPhone,15.8,17,20,23,No,low
68461,176,292,2540,28,20,128,Wrapped Candy Blast,2,23.03,2023-12-06,In-App,iPhone,16.6,14,0,14,No,low
33551,10,37,26210,95,3,78,Fish Usage,19,7.23,2023-12-06,In-App,iPad,17.4,6,0,36,Yes,low
48769,184,323,12221,21,11,1538,Extra Time Boost,0,9.23,2023-12-06,In-App,iPhone,11.2,56,53,24,No,low
75305,70,4,800,53,2,50,Fish Usage,3,9.86,2023-12-06,In-App,iPhone,15.9,29,0,0,No,low
84360,252,34,8500,42,10,765,Fish Usage,9,1.89,2023-12-06,In-App,iPad,13.8,6,11,9,Yes,low
93969,98,374,3838,95,10,121,Fish Usage,0,22.29,2023-12-06,In-App,Android,13.1,0,5,42,No,low
128985,165,171,800,24,7,217,Special Candy Swap,46,26.7,2023-12-06,In-App,iPad,13.8,10,7,16,Yes,low
170720,10,83,11590,11,1,155,Striped Candy Swipe,27,0.63,2023-12-06,In-App,Android,13,0,13,3,No,low
178003,197,4,4213,19,6,50,Extra Moves,0,6.46,2023-12-06,In-App,iPhone,19.3,6,6,11,No,low
190713,10,68,6135,73,10,50,Wrapped Candy Blast,4,72.96,2023-12-06,In-App,iPhone,13.4,48,12,108,No,low
210093,216,4,800,95,1,764,Fish Usage,0,25.54,2023-12-06,In-App,iPad,13.9,1,8,5,No,low
213450,57,80,800,14,20,404,Color Bomb Creation,1,16.01,2023-12-06,In-App,iPad,15.6,2,41,12,No,low
215645,10,7,800,8,24,208,Fish Usage,0,1.13,2023-12-06,In-App,iPhone,19.3,11,0,33,Yes,low
498156,170,4,800,2,3,631,Fish Usage,9,17.61,2023-12-06,In-App,Android,12.7,19,4,45,No,low
662406,136,212,800,1,24,91,Fish Usage,0,89.32,2023-12-06,In-App,Samsung Galaxy,11.3,76,5,93,No,low
752287,374,35,800,35,24,382,Striped Candy Swipe,10,3.16,2023-12-06,In-App,iPhone,18.8,1,0,37,No,low
1020137,45,400,800,4,2,50,Rewarded_Boosters,10,8.09,2023-12-06,In-App,iPhone,13.5,7,26,26,Yes,low
1358904,111,4,800,12,1,527,Special Candy Swap,10,43.03,2023-12-06,In-App,iPhone,11.2,2,7,13,Yes,low
42779,55,64,800,19,11,332,Wrapped Candy Swap,2,1.19,2023-12-05,In-App,Android,16.8,0,0,6,Yes,low
3437,130,57,800,12,2,278,Extra Time Boost,32,7.05,2023-12-04,In-App,iPad,11.9,7,18,52,No,low
177324,215,49,800,0,6,50,Special Candy Swap,0,83.43,2023-12-04,In-App,iPad,15.6,13,16,33,No,low
133015,14,35,800,3,1,347,Special Candy Swap,2,13.31,2023-12-03,In-App,iPad,13.3,24,7,9,Yes,low
209390,10,275,800,0,7,141,Fish Usage,0,2.83,2023-12-03,In-App,Android,11.2,1,5,0,Yes,low
3437,110,303,14836,27,1,322,Fish Usage,49,5.74,2023-12-02,In-App,Android,16.5,28,20,4,No,low
8679,10,70,91224,13,10,1553,Extra Moves,41,2.71,2023-12-02,In-App,iPhone,11.4,17,6,0,Yes,high
12520,103,4,1650,0,5,50,Fish Usage,5,3.48,2023-12-02,In-App,iPad,13.8,27,19,0,Yes,low
35699,144,126,800,13,8,1218,Wrapped Candy Blast,34,6,2023-12-02,In-App,iPad,11.3,12,22,55,No,low
110371,10,87,800,35,17,54,Color Bomb Usage,13,5.2,2023-12-02,In-App,iPhone,11.2,16,12,27,Yes,low
207146,215,19,800,16,22,922,Special Candy Swap,0,16.07,2023-12-02,In-App,iPad,14.1,0,112,9,No,low
215868,70,400,800,15,23,50,Wrapped Candy Blast,10,25.22,2023-12-02,In-App,iPhone,15.3,6,19,32,No,low
1228779,74,13,800,0,4,243,Wrapped Candy Blast,7,35.3,2023-12-02,In-App,iPad,11.2,0,6,13,No,moderate
19141,172,67,800,72,1,573,Extra Moves,0,24.86,2023-12-01,In-App,iPad,13.4,3,1,7,No,low
174588,195,4,47848,17,1,50,Striped Candy Swipe,0,23.14,2023-12-01,In-App,Android,11.2,1,8,35,Yes,low
1363647,110,96,800,1,7,1326,Wrapped Candy Blast,1,23.37,2023-12-01,In-App,Android,11.2,0,20,30,Yes,low
3437,257,36,800,9,1,248,Wrapped Candy Blast,9,21.3,2023-11-30,In-App,Android,12.5,19,11,0,Yes,low
143394,10,6,800,82,13,445,Wrapped Candy Blast,6,9.19,2023-11-30,In-App,iPad,14.1,7,7,14,No,low
147363,10,310,50793,15,1,1241,Extra Time Boost,0,40.5,2023-11-30,In-App,iPhone,11.5,5,13,0,No,low
177990,248,70,800,54,11,508,Striped Candy Swipe,3,12.28,2023-11-30,In-App,iPhone,12.1,6,0,18,No,low
191967,129,4,800,0,1,50,Wrapped Candy Blast,5,9.38,2023-11-30,In-App,iPhone,13.6,0,65,3,Yes,low
3437,199,68,12931,95,1,50,Extra Time Boost,30,99.99,2023-11-29,In-App,iPhone,12.2,16,112,115,Yes,low
207994,131,65,800,22,10,245,Color Bomb Usage,10,11.14,2023-11-29,In-App,iPad,12.4,2,0,12,No,low
219275,48,59,8103,1,1,156,Fish Usage,0,39.43,2023-11-29,In-App,iPhone,15.1,9,6,0,Yes,low
984920,998,57,800,88,1,256,Fish Usage,7,9.55,2023-11-29,In-App,Android,15.7,1,30,60,No,low
350942,10,4,7002,7,11,1347,Striped Candy Blast,0,,2023-11-28,,iPad,14.5,18,12,35,Yes,low
350945,290,86,79557,65,3,1240,Striped Candy Swipe,8,17.85,2023-11-28,In-App,iPad,14.3,5,14,3,Yes,low
3611,44,4,12373,21,1,50,Wrapped Candy Blast,5,21.18,2023-11-28,In-App,iPhone,11.3,4,15,41,No,low
14236,95,25,800,11,21,509,Wrapped Candy Blast,7,38.37,2023-11-28,In-App,iPhone,11.2,10,112,32,Yes,low
20140,10,400,85480,95,19,50,Fish Usage,8,59.61,2023-11-28,In-App,Android,17,76,15,12,Yes,low
114191,148,164,800,82,7,368,Color Bomb Usage,49,23.06,2023-11-28,In-App,Android,11.2,4,21,11,Yes,low
123593,133,12,800,60,22,578,Striped Candy Swipe,0,44.71,2023-11-28,In-App,Android,11.4,13,3,4,Yes,low
164261,117,400,800,12,21,835,Extra Moves,0,20.87,2023-11-28,In-App,iPhone,11.2,0,32,37,No,low
189581,998,4,800,9,24,1068,Color Bomb Usage,0,2.96,2023-11-28,In-App,iPhone,18.8,3,21,7,No,moderate
290883,10,99,47699,95,9,852,Striped Candy Blast,0,10.15,2023-11-28,In-App,Samsung Galaxy,11.4,0,14,2,Yes,low
1314296,14,400,9666,13,19,81,Extra Moves,0,6.91,2023-11-28,In-App,iPad,11.8,0,7,7,No,low
53002,10,82,800,13,11,666,Extra Moves,0,4.17,2023-11-27,In-App,iPad,14.2,5,0,0,Yes,low
227019,62,37,800,12,22,1368,Striped Candy Blast,0,10.61,2023-11-27,In-App,Android,19.3,3,0,0,Yes,low
832575,10,64,800,31,15,458,Fish Usage,14,19.54,2023-11-27,In-App,iPad,11.2,9,13,30,No,low
128606,10,4,800,91,24,478,Extra Moves,0,14.58,2023-11-26,In-App,iPhone,11.2,0,2,4,Yes,low
160358,114,4,800,8,1,802,Striped Candy Swap,12,18.49,2023-11-26,In-App,iPad,16.8,6,0,19,No,low
718386,10,216,31353,8,6,194,Special Candy Swap,0,5.08,2023-11-26,In-App,iPhone,14.1,18,12,0,No,low
353318,75,83,6188,83,5,152,Extra Moves,27,22.47,2023-11-25,In-App,Android,15.5,9,24,19,No,low
8169,10,103,36715,32,22,365,Striped Candy Blast,1,0.78,2023-11-25,In-App,Android,13.3,15,19,30,No,low
28257,107,4,800,71,8,288,Special Candy Swap,0,19.3,2023-11-25,In-App,Android,15.5,12,4,10,No,low
129026,10,239,800,76,19,50,Extra Moves,11,0.52,2023-11-25,In-App,Samsung Galaxy,14.9,28,3,44,No,high
161648,67,26,11711,81,1,391,Fish Usage,11,8.59,2023-11-25,In-App,iPhone,11.2,25,17,1,Yes,low
206844,10,82,95000,36,1,50,Fish Usage,16,7.99,2023-11-25,In-App,Android,14,0,7,30,No,low
210215,178,80,2086,7,1,50,Fish Blast,33,9.34,2023-11-25,In-App,iPhone,16.8,3,18,13,Yes,low
61091,37,150,1860,0,1,50,Striped Candy Swipe,1,9.4,2023-11-24,In-App,Android,12.3,9,50,5,No,low
919650,196,8,17281,0,21,208,Fish Usage,0,21.81,2023-11-24,In-App,Android,11.6,0,40,23,No,low
357638,219,4,800,16,1,171,Wrapped Candy Swap,0,18.29,2023-11-23,In-App,iPhone,14.9,2,3,13,Yes,low
19817,362,70,800,35,1,433,Striped Candy Swipe,0,24.24,2023-11-23,In-App,iPhone,12.1,0,0,0,No,low
80059,138,72,800,7,24,288,Fish Usage,0,3.59,2023-11-23,In-App,iPhone,11.2,13,9,10,No,low
121177,10,22,7145,30,9,783,Wrapped Candy Blast,0,3.18,2023-11-23,In-App,iPad,12.5,0,5,0,Yes,low
122403,10,44,800,95,24,341,Special Candy Swap,27,1.17,2023-11-23,In-App,iPhone,17.3,27,0,1,No,low
156643,348,4,800,10,8,625,Special Candy Swap,9,17.24,2023-11-23,In-App,iPhone,13.4,15,1,48,No,low
179504,10,400,2449,34,11,50,Striped Candy Swipe,33,99.99,2023-11-23,In-App,Android,17.2,0,18,41,Yes,low
802287,10,228,800,95,21,706,Special Candy Swap,49,74.31,2023-11-23,In-App,iPhone,11.6,1,0,12,No,low
38415,10,4,16350,81,10,526,Special Candy Swap,0,25.96,2023-11-22,In-App,iPhone,13.3,2,12,0,No,low
3815658,532,4,800,83,19,448,Color Bomb Creation,5,9.68,2023-11-22,In-App,iPad,17.7,0,0,0,No,low
359297,19,307,10815,45,1,56,Color Bomb Usage,0,1.17,2023-11-21,In-App,iPad,11.5,0,0,0,No,low
19189,10,104,2606,0,22,50,Rewarded_Boosters,49,8.63,2023-11-21,In-App,iPhone,14.7,17,6,5,No,low
61491,393,346,800,64,7,686,Striped Candy Swipe,8,5.91,2023-11-21,In-App,iPad,14.2,2,0,18,No,low
86712,10,68,4922,95,5,466,Wrapped Candy Blast,0,5.5,2023-11-21,In-App,iPad,16.2,11,7,2,No,low
171324,22,38,95000,0,22,50,Fish Blast,2,19.17,2023-11-21,In-App,iPad,12.8,13,27,9,No,low
1116758,134,78,24533,11,5,50,Special Candy Swap,6,23.54,2023-11-21,In-App,iPad,19.3,0,12,11,Yes,low
365895,10,32,82871,95,24,1030,Fish Usage,5,73.73,2023-11-20,In-App,iPad,11.2,48,0,26,No,low
374347,174,60,800,78,7,2280,Fish Usage,49,16.8,2023-11-20,In-App,iPad,14.1,44,52,123,Yes,low
44022,10,93,49264,9,10,601,Striped Candy Swipe,8,22.89,2023-11-20,In-App,iPad,12.5,0,8,85,No,low
143823,10,4,800,12,14,260,Extra Moves,26,18.58,2023-11-20,In-App,Samsung Galaxy,15.2,18,6,34,Yes,low
174237,44,90,800,68,18,439,Special Candy Swap,0,25.79,2023-11-20,In-App,Android,14.5,0,65,0,No,low
200622,220,4,5935,6,24,768,Extra Time Boost,0,27.02,2023-11-20,In-App,iPhone,16.6,6,50,41,No,low
897839,96,72,15868,1,9,562,Striped Candy Swipe,0,5.69,2023-11-20,In-App,iPhone,17,28,10,3,No,low
379114,13,199,800,11,3,50,Color Bomb Creation,10,4.96,2023-11-19,In-App,iPhone,11.4,19,22,0,Yes,low
380377,10,316,800,57,12,1301,Wrapped Candy Blast,10,26.1,2023-11-19,In-App,iPhone,12,9,2,11,No,low
179393,78,259,20694,0,21,137,Wrapped Candy Blast,37,9.29,2023-11-19,In-App,iPhone,11.2,44,12,7,Yes,low
238437,45,47,24406,0,21,50,Fish Usage,10,99.99,2023-11-19,In-App,iPad,17.8,41,8,13,No,low
1016915,10,4,2354,35,9,50,Striped Candy Swipe,0,24.04,2023-11-19,In-App,iPad,14.9,0,73,32,Yes,low
380601,10,4,10020,14,24,975,Wrapped Candy Blast,18,16.01,2023-11-18,In-App,iPad,12.4,76,21,30,No,low
102020,10,333,19875,74,19,247,Fish Usage,3,99.99,2023-11-18,In-App,iPhone,14.4,2,59,70,No,low
236653,118,46,8966,1,1,50,Fish Usage,4,3.89,2023-11-18,In-App,Android,14.3,4,7,10,Yes,low
381127,187,78,8480,62,1,587,Wrapped Candy Blast,0,11.33,2023-11-17,In-App,iPhone,14.3,1,4,0,No,low
383335,998,4,800,23,6,1362,Special Candy Swap,4,80.9,2023-11-17,In-App,Samsung Galaxy,18.6,18,13,25,No,low
386720,173,4,2610,16,6,875,Extra Time Boost,49,23.14,2023-11-17,In-App,iPad,12.7,20,23,118,No,low
23129,50,220,18225,95,3,1521,Wrapped Candy Blast,0,17.48,2023-11-17,In-App,Android,14.8,2,0,0,No,low
1194817,97,28,1371,32,3,50,Extra Time Boost,0,7.61,2023-11-17,In-App,iPad,19.3,5,4,0,No,low
22251,998,4,800,33,1,76,Special Candy Swap,49,9.88,2023-11-16,In-App,Android,13.3,3,14,119,No,low
78488,10,194,2451,81,24,344,Special Candy Swap,4,0.25,2023-11-16,In-App,iPad,12.8,6,9,48,Yes,low
220665,10,109,800,0,6,50,Special Candy Swap,0,3.34,2023-11-16,In-App,iPhone,11.2,17,50,0,No,low
914699,41,93,7707,4,10,457,Color Bomb Usage,7,25.03,2023-11-16,In-App,iPad,19.3,12,7,0,No,low
393465,169,87,75221,12,23,694,Fish Usage,15,23.96,2023-11-15,In-App,Android,14.6,25,23,115,No,high
397161,116,4,8385,95,5,59,Extra Moves,7,26.61,2023-11-15,In-App,Android,11.6,2,6,0,No,low
400555,238,99,7667,5,18,444,Extra Moves,28,7.55,2023-11-15,In-App,Android,11.9,17,22,0,No,low
408958,35,4,14882,3,9,267,Color Bomb Usage,10,1.6,2023-11-15,In-App,iPhone,17.4,7,0,0,No,low
415143,35,216,13731,12,16,862,Special Candy Swap,0,6.12,2023-11-15,In-App,iPhone,11.2,3,9,31,Yes,low
415173,153,43,11865,15,1,425,Wrapped Candy Blast,23,21.81,2023-11-15,In-App,iPhone,12.8,24,6,7,No,low
419186,10,4,3084,12,17,268,Wrapped Candy Swap,1,30.25,2023-11-15,In-App,Android,11.2,28,8,76,No,low
421501,112,214,7943,16,1,1308,Wrapped Candy Blast,4,10.42,2023-11-15,In-App,iPad,11.3,24,5,42,Yes,low
423480,10,6,63654,11,8,370,Fish Blast,30,10.52,2023-11-15,In-App,iPhone,12.5,76,29,102,Yes,low
205915,219,4,800,25,10,867,Special Candy Swap,0,24.46,2023-11-15,In-App,iPhone,17.9,8,5,1,Yes,low
206019,10,43,88586,13,20,713,Extra Time Boost,4,4.81,2023-11-15,In-App,iPad,11.5,17,4,12,No,low
206020,211,4,800,21,1,397,Fish Usage,2,5.19,2023-11-15,In-App,iPad,17.6,16,9,0,No,high
8143,276,29,800,95,14,512,Fish Usage,0,15.58,2023-11-15,In-App,iPad,15.6,6,4,5,Yes,low
8538,171,4,800,83,2,1037,Extra Moves,0,3.74,2023-11-15,In-App,iPhone,14.5,3,13,8,Yes,low
34193,10,8,800,6,18,106,Wrapped Candy Blast,0,16.03,2023-11-15,In-App,Android,12.1,15,5,2,No,low
47046,10,400,800,12,15,283,Rewarded_Boosters,41,4.58,2023-11-15,In-App,iPhone,12.8,24,6,19,No,low
62481,125,4,800,0,2,50,Special Candy Swap,0,59.04,2023-11-15,In-App,Google Pixel,18.4,48,0,48,Yes,low
66961,63,26,12739,13,1,64,Wrapped Candy Blast,8,20.98,2023-11-15,In-App,iPhone,17.8,16,18,22,No,moderate
83997,10,54,11837,3,11,50,Special Candy Swap,5,3.46,2023-11-15,In-App,iPhone,16.8,7,12,38,No,low
95407,10,8,800,13,24,152,Special Candy Swap,11,55.61,2023-11-15,In-App,iPad,17,52,1,33,No,low
115665,266,254,10108,56,24,130,Striped Candy Swap,0,6.33,2023-11-15,In-App,Android,15.3,7,4,5,Yes,low
125994,10,204,800,36,6,462,Fish Usage,0,23.58,2023-11-15,In-App,iPhone,11.2,27,12,0,No,low
141199,39,7,800,0,19,50,Striped Candy Swipe,10,20.52,2023-11-15,In-App,Samsung Galaxy,13.3,28,65,12,No,low
141885,38,388,800,95,1,392,Striped Candy Swipe,2,1.68,2023-11-15,In-App,Android,13.5,18,0,0,Yes,low
142152,10,202,800,50,10,50,Color Bomb Usage,32,1.9,2023-11-15,In-App,Samsung Galaxy,19.3,6,29,23,No,low
152475,225,400,4554,95,1,50,Color Bomb Usage,15,22.28,2023-11-15,In-App,iPad,11.2,13,22,126,No,low
160879,153,384,12400,4,1,853,Extra Time Boost,6,27.01,2023-11-15,In-App,iPad,11.2,3,9,41,No,low
161844,745,188,20300,39,7,704,Fish Usage,2,23.24,2023-11-15,In-App,iPhone,19.3,20,2,5,Yes,low
162221,383,58,9049,30,24,684,Extra Moves,11,19.96,2023-11-15,In-App,Samsung Galaxy,18.8,38,10,2,No,high
165151,10,111,800,7,24,478,Striped Candy Swipe,3,10.98,2023-11-15,In-App,Android,15.7,19,43,0,No,low
184281,195,59,4279,4,1,74,Extra Time Boost,0,29.2,2023-11-15,In-App,iPad,14.5,14,30,16,No,low
190809,17,4,800,7,11,50,Extra Moves,8,23.25,2023-11-15,In-App,iPad,11.2,9,67,5,No,low
221023,162,12,9129,36,6,356,Special Candy Swap,0,99.99,2023-11-15,In-App,iPhone,12.1,16,17,51,No,low
291140,71,55,50720,7,24,837,Wrapped Candy Blast,29,21.38,2023-11-15,In-App,iPhone,11.2,45,9,24,Yes,moderate
393465,10,113,19947,13,9,1363,Wrapped Candy Blast,3,21.75,2023-11-15,In-App,iPhone,11.2,8,112,0,No,low
662879,115,36,45751,6,1,50,Fish Usage,9,88.76,2023-11-15,In-App,iPhone,11.2,24,6,123,Yes,low
783972,74,4,800,11,1,50,Special Candy Swap,0,61.31,2023-11-15,In-App,iPhone,15.4,7,18,5,Yes,low
995797,25,400,7268,0,24,462,Fish Blast,0,33.66,2023-11-15,In-App,iPad,16.9,5,91,5,No,low
1027963,10,86,11928,0,21,50,Striped Candy Swipe,2,99.99,2023-11-15,In-App,Android,12.1,8,21,0,No,low
1089874,54,400,800,10,24,595,Extra Moves,49,14.19,2023-11-15,In-App,iPhone,12.4,30,30,33,No,low
1095357,10,348,9449,6,20,50,Special Candy Swap,4,0.21,2023-11-15,In-App,iPad,18.7,30,18,8,No,low
1148949,177,88,34428,0,1,376,Color Bomb Usage,0,21.19,2023-11-15,In-App,iPad,11.9,0,6,90,Yes,low
1254844,68,376,800,12,1,157,Striped Candy Swipe,4,5.27,2023-11-15,In-App,iPhone,14.1,0,7,11,No,high
8808279,231,63,800,0,1,50,Striped Candy Swipe,4,99.99,2023-11-15,In-App,Android,14,0,8,6,No,low
206085,10,264,16833,14,5,2280,Special Candy Swap,11,4.41,2023-11-14,In-App,iPad,11.2,16,0,0,Yes,low
206135,143,4,800,95,16,907,Striped Candy Swipe,49,21.04,2023-11-14,In-App,Android,11.3,28,8,11,No,low
206844,147,4,59880,38,2,50,Fish Usage,0,5.23,2023-11-14,In-App,iPhone,14,52,2,11,Yes,low
58980,10,72,800,14,24,190,Color Bomb Usage,4,42.69,2023-11-14,In-App,iPad,16,0,18,3,No,low
198019,383,348,62607,0,8,50,Fish Usage,0,21.8,2023-11-14,In-App,iPad,14.2,2,22,3,Yes,low
199985,10,97,800,15,2,50,Extra Moves,9,21.39,2023-11-14,In-App,Android,16.8,0,3,12,No,low
201124,10,15,800,12,24,427,Striped Candy Swipe,12,4.42,2023-11-14,In-App,iPad,14.5,0,0,0,Yes,low
206980,646,4,1089,55,8,854,Extra Time Boost,49,21.48,2023-11-13,In-App,iPhone,14.4,11,60,4,No,low
14315,587,4,800,67,2,109,Fish Usage,8,4.16,2023-11-13,In-App,Android,16.8,6,5,85,Yes,low
22832,10,195,52511,15,7,646,Special Candy Swap,3,16.55,2023-11-13,In-App,iPad,11.4,5,8,39,No,low
25109,10,74,800,2,22,566,Extra Moves,9,35.48,2023-11-13,In-App,iPad,11.8,5,9,0,No,low
105668,817,274,1381,0,1,50,Striped Candy Swipe,5,17.21,2023-11-13,In-App,iPhone,11.5,0,12,23,No,low
139912,10,77,77544,30,1,281,Wrapped Candy Blast,10,1.76,2023-11-13,In-App,iPhone,11.5,57,8,5,Yes,low
161396,142,4,800,14,24,967,Extra Time Boost,39,7.4,2023-11-13,In-App,iPhone,15.3,9,0,17,No,low
169041,139,25,32840,0,9,129,Extra Time Boost,0,22.31,2023-11-13,In-App,iPad,13.9,0,8,0,Yes,low
182004,10,393,800,4,20,246,Wrapped Candy Blast,4,92.65,2023-11-13,In-App,Android,12.6,10,1,2,Yes,high
187760,10,400,800,12,4,2280,Special Candy Swap,0,6.7,2023-11-13,In-App,iPhone,11.2,1,112,29,No,low
198935,778,25,34398,2,24,50,Color Bomb Usage,0,67.31,2023-11-13,In-App,iPhone,19.3,25,9,162,No,low
320877,58,384,8750,0,23,50,Color Bomb Usage,0,27.01,2023-11-13,In-App,iPhone,14.9,0,3,0,Yes,moderate
350945,148,75,4515,0,24,806,Striped Candy Swipe,0,99.99,2023-11-13,In-App,iPad,14.5,7,21,3,Yes,low
621161,10,230,800,42,3,296,Special Candy Swap,39,36.52,2023-11-13,In-App,iPad,11.2,16,16,93,Yes,high
951832,10,389,800,3,9,142,Color Bomb Usage,0,99.99,2023-11-13,In-App,iPhone,11.2,1,4,3,No,low
991659,70,92,800,0,1,137,Color Bomb Creation,8,21.09,2023-11-13,In-App,iPhone,12.2,2,5,0,Yes,low
207146,10,4,800,13,21,332,Extra Time Boost,7,10.88,2023-11-12,In-App,iPad,14.8,8,0,0,Yes,low
207465,756,4,800,32,1,163,Special Candy Swap,0,6.41,2023-11-12,In-App,iPhone,16.1,2,0,0,Yes,low
207522,193,224,2183,42,5,50,Special Candy Swap,49,18.28,2023-11-12,In-App,Android,16.2,57,0,0,No,low
207724,10,310,21690,78,24,50,Extra Time Boost,20,7.58,2023-11-12,In-App,iPhone,11.2,12,9,3,Yes,low
207739,213,25,800,15,1,1553,Striped Candy Blast,3,24.73,2023-11-12,In-App,iPad,12.2,48,56,58,Yes,low
207994,112,4,67106,13,7,251,Extra Moves,0,6.17,2023-11-12,In-App,iPhone,14.9,12,9,25,No,low
208360,70,4,800,0,16,50,Striped Candy Swipe,4,24.67,2023-11-12,In-App,iPad,14.5,29,9,7,No,low
