,Player ID,Level,Attempts,Time Played,Booster Used,Avg Daily Login,Level Completion Time,Specific Action Usage,Lives from Ads,Purchase Amount,Purchase Date,Purchase Type,Friend Invites Sent,Friend Invites Received,Guild Chat Messages,Facebook Connect Status,Social Engagement through Facebook,Purchase Frequency,Total Booster Usage,Level Progression Rate,Time Since Last Purchase,Average Daily Playtime,Social Engagement Ratio,Overall Engagement Score,Scaled Social Engagement Ratio,Total Purchase Amount,Churn Prediction
414,1089874,54,400,800,10,24,595,Extra Moves,49,14.19,2023-11-15 00:00:00.000000000,0,30,30,33,0,1,1,59,0.0675,78.0,33.333333333333336,3.875,33.64625,3.875,14.19,False
415,1095357,10,348,9449,6,20,50,Special Candy Swap,4,0.21,2023-11-15 00:00:00.000000000,0,30,18,8,0,1,1,10,0.0010583130489998942,78.0,472.45,2.8,428.06552915652446,2.8,0.21,False
416,1148949,177,88,34428,0,1,376,Color Bomb Usage,0,21.19,2023-11-15 00:00:00.000000000,0,0,6,90,1,1,1,0,0.005141164168699895,78.0,34428.0,96.0,31053.302570582087,96.0,21.19,False
417,1254844,68,376,800,12,1,157,Striped Candy Swipe,4,5.27,2023-11-15 00:00:00.000000000,0,0,7,11,0,0,1,16,0.085,78.0,800.0,18.0,733.5425,18.0,5.27,False
418,8808279,231,63,800,0,1,50,Striped Candy Swipe,4,99.99,2023-11-15 00:00:00.000000000,0,0,8,6,0,1,12,4,0.28875,78.0,800.0,14.0,740.7443749999999,14.0,370.18,False
419,206085,10,264,16833,14,5,2280,Special Candy Swap,11,4.41,2023-11-14 00:00:00.000000000,0,16,0,0,1,1,1,25,0.0005940711697261332,79.0,3366.6,3.2,3033.080297035585,3.2,4.41,False
420,206135,143,4,800,95,16,907,Striped Candy Swipe,49,21.04,2023-11-14 00:00:00.000000000,0,28,8,11,0,1,2,144,0.17875,79.0,50.0,2.9375,48.94562499999999,2.9375,34.9,False
421,206844,147,4,59880,38,2,50,Fish Usage,0,5.23,2023-11-14 00:00:00.000000000,0,52,2,11,1,1,2,38,0.0024549098196392787,79.0,29940.0,32.5,26970.551227454907,32.5,13.22,False
422,58980,10,72,800,14,24,190,Color Bomb Usage,4,42.69,2023-11-14 00:00:00.000000000,0,0,18,3,0,1,1,18,0.0125,79.0,33.333333333333336,0.875,31.518750000000004,0.875,42.69,False
423,198019,383,348,62607,0,8,50,Fish Usage,0,21.8,2023-11-14 00:00:00.000000000,0,2,22,3,1,1,1,0,0.006117526794128452,79.0,7825.875,3.375,7046.5530587633975,3.375,21.8,False
424,199985,10,97,800,15,2,50,Extra Moves,9,21.39,2023-11-14 00:00:00.000000000,0,0,3,12,0,1,1,24,0.0125,79.0,400.0,7.5,366.15625,7.5,21.39,False
425,201124,10,15,800,12,24,427,Striped Candy Swipe,12,4.42,2023-11-14 00:00:00.000000000,0,0,0,0,1,1,1,24,0.0125,79.0,33.333333333333336,0.0,30.906250000000004,0.0,4.42,False
426,206980,646,4,1089,55,8,854,Extra Time Boost,49,21.48,2023-11-13 00:00:00.000000000,0,11,60,4,0,1,2,104,0.5932047750229569,80.0,136.125,9.375,131.17160238751148,9.375,43.260000000000005,False
427,14315,587,4,800,67,2,109,Fish Usage,8,4.16,2023-11-13 00:00:00.000000000,0,6,5,85,1,1,1,75,0.73375,80.0,400.0,48.0,394.866875,48.0,4.16,False
428,22832,10,195,52511,15,7,646,Special Candy Swap,3,16.55,2023-11-13 00:00:00.000000000,0,5,8,39,0,1,1,18,0.0001904362895393346,80.0,7501.571428571428,7.428571428571429,6757.51438093243,7.428571428571429,16.55,False
429,25109,10,74,800,2,22,566,Extra Moves,9,35.48,2023-11-13 00:00:00.000000000,0,5,9,0,0,1,1,11,0.0125,80.0,36.36363636363637,0.6363636363636364,34.07897727272728,0.6363636363636364,35.48,False
430,105668,817,274,1381,0,1,50,Striped Candy Swipe,5,17.21,2023-11-13 00:00:00.000000000,0,0,12,23,0,1,1,5,0.5916002896451846,80.0,1381.0,35.0,1268.5958001448228,35.0,17.21,False
431,139912,10,77,77544,30,1,281,Wrapped Candy Blast,10,1.76,2023-11-13 00:00:00.000000000,0,57,8,5,1,1,1,40,0.00012895904260806768,80.0,77544.0,70.0,69839.50006447952,70.0,1.76,False
432,161396,142,4,800,14,24,967,Extra Time Boost,39,7.4,2023-11-13 00:00:00.000000000,0,9,0,17,0,1,1,53,0.1775,80.0,33.333333333333336,1.0833333333333333,31.747083333333336,1.0833333333333333,7.4,False
433,169041,139,25,32840,0,9,129,Extra Time Boost,0,22.31,2023-11-13 00:00:00.000000000,0,0,8,0,1,1,1,0,0.004232643118148599,80.0,3648.8888888888887,0.8888888888888888,3285.5243385437816,0.8888888888888888,22.31,False
434,182004,10,393,800,4,20,246,Wrapped Candy Blast,4,92.65,2023-11-13 00:00:00.000000000,0,10,1,2,1,0,1,8,0.0125,80.0,40.0,0.65,37.36125,0.65,92.65,False
435,187760,10,400,800,12,4,2280,Special Candy Swap,0,6.7,2023-11-13 00:00:00.000000000,0,1,112,29,0,1,1,12,0.0125,80.0,200.0,35.5,205.75625,35.5,6.7,False
436,198935,778,25,34398,2,24,50,Color Bomb Usage,0,67.31,2023-11-13 00:00:00.000000000,0,25,9,162,0,1,1,2,0.022617594046165476,80.0,1433.25,8.166666666666666,1296.5529754636898,8.166666666666666,67.31,False
437,320877,58,384,8750,0,23,50,Color Bomb Usage,0,27.01,2023-11-13 00:00:00.000000000,0,0,3,0,1,2,1,0,0.006628571428571429,80.0,380.4347826086956,0.13043478260869565,343.38592298136643,0.13043478260869565,27.01,False
438,350945,148,75,4515,0,24,806,Striped Candy Swipe,0,99.99,2023-11-13 00:00:00.000000000,0,7,21,3,1,1,2,0,0.032779623477297896,80.0,188.125,1.2916666666666667,172.03305647840534,1.2916666666666667,117.84,False
439,621161,10,230,800,42,3,296,Special Candy Swap,39,36.52,2023-11-13 00:00:00.000000000,0,16,16,93,1,0,1,81,0.0125,80.0,266.6666666666667,41.666666666666664,270.0729166666667,41.666666666666664,36.52,False
440,951832,10,389,800,3,9,142,Color Bomb Usage,0,99.99,2023-11-13 00:00:00.000000000,0,1,4,3,0,1,3,3,0.0125,80.0,88.88888888888889,0.8888888888888888,83.32847222222222,0.8888888888888888,111.72999999999999,False
441,991659,70,92,800,0,1,137,Color Bomb Creation,8,21.09,2023-11-13 00:00:00.000000000,0,2,5,0,1,1,3,8,0.0875,80.0,800.0,7.0,727.6437500000001,7.0,28.4,False
442,207146,10,4,800,13,21,332,Extra Time Boost,7,10.88,2023-11-12 00:00:00.000000000,0,8,0,0,1,1,2,20,0.0125,81.0,38.095238095238095,0.38095238095238093,36.35863095238095,0.38095238095238093,26.950000000000003,False
443,207465,756,4,800,32,1,163,Special Candy Swap,0,6.41,2023-11-12 00:00:00.000000000,0,2,0,0,1,1,2,32,0.945,81.0,800.0,2.0,723.6724999999999,2.0,32.629999999999995,False
444,207522,193,224,2183,42,5,50,Special Candy Swap,49,18.28,2023-11-12 00:00:00.000000000,0,57,0,0,0,1,1,91,0.08841044434264773,81.0,436.6,11.4,401.8642052221714,11.4,18.28,False
445,207724,10,310,21690,78,24,50,Extra Time Boost,20,7.58,2023-11-12 00:00:00.000000000,0,12,9,3,1,1,2,98,0.0004610419548178884,81.0,903.75,1.0,815.8752305209774,1.0,33.1,False
446,207739,213,25,800,15,1,1553,Striped Candy Blast,3,24.73,2023-11-12 00:00:00.000000000,0,48,56,58,1,1,2,18,0.26625,81.0,800.0,162.0,835.3331249999999,100.0,40.05,False
447,207994,112,4,67106,13,7,251,Extra Moves,0,6.17,2023-11-12 00:00:00.000000000,0,12,9,25,0,1,2,13,0.0016690012815545555,81.0,9586.57142857143,6.571428571428571,8634.315120214927,6.571428571428571,17.310000000000002,False
448,208360,70,4,800,0,16,50,Striped Candy Swipe,4,24.67,2023-11-12 00:00:00.000000000,0,29,9,7,0,1,2,4,0.0875,81.0,50.0,2.8125,48.8125,2.8125,31.87,False
449,208371,10,58,95000,9,24,358,Striped Candy Swap,13,35.24,2023-11-12 00:00:00.000000000,0,27,56,13,1,1,6,22,0.00010526315789473685,81.0,3958.3333333333335,4.0,3570.700052631579,4.0,127.55000000000001,False
450,208371,10,4,800,64,11,50,Extra Time Boost,6,24.76,2023-11-12 00:00:00.000000000,0,7,5,3,1,1,6,70,0.0125,81.0,72.72727272727273,1.3636363636363635,71.81534090909092,1.3636363636363635,127.55000000000001,False
451,208371,10,4,800,36,1,803,Wrapped Candy Blast,11,5.89,2023-11-12 00:00:00.000000000,0,5,0,0,1,1,6,47,0.0125,81.0,800.0,5.0,728.90625,5.0,127.55000000000001,False
452,208371,503,194,12498,31,1,714,Fish Usage,0,17.2,2023-11-12 00:00:00.000000000,0,6,32,17,1,1,6,31,0.040246439430308846,81.0,12498.0,55.0,11292.120123219716,55.0,127.55000000000001,False
453,208371,494,50,5545,50,8,1609,Special Candy Swap,0,6.29,2023-11-12 00:00:00.000000000,0,0,0,12,0,1,6,50,0.0890892696122633,81.0,693.125,1.5,630.3070446348061,1.5,127.55000000000001,False
454,208371,343,199,24567,2,8,53,Extra Time Boost,0,5.2,2023-11-12 00:00:00.000000000,0,29,9,28,1,1,6,2,0.013961818699881955,81.0,3070.875,8.25,2774.96948090935,8.25,127.55000000000001,False
455,208462,78,325,800,47,2,50,Extra Time Boost,49,25.06,2023-11-12 00:00:00.000000000,0,0,40,8,0,1,2,96,0.0975,81.0,400.0,24.0,378.64875,24.0,31.84,False
456,3936,50,4,38013,80,24,50,Color Bomb Usage,0,23.65,2023-11-12 00:00:00.000000000,0,2,15,10,0,1,1,80,0.0013153394891221425,81.0,1583.875,1.125,1427.1756576697446,1.125,23.65,False
457,6383,10,61,800,15,3,984,Extra Moves,49,99.99,2023-11-12 00:00:00.000000000,0,44,27,0,1,1,1,64,0.0125,81.0,266.6666666666667,23.666666666666668,257.4729166666667,23.666666666666668,99.99,False
458,84927,10,45,800,12,12,125,Special Candy Swap,5,16.98,2023-11-12 00:00:00.000000000,0,17,7,28,1,1,1,17,0.0125,81.0,66.66666666666667,4.333333333333333,63.93958333333334,4.333333333333333,16.98,False
459,90371,324,340,800,28,24,530,Special Candy Swap,13,6.47,2023-11-12 00:00:00.000000000,0,27,24,11,1,0,1,41,0.405,81.0,33.333333333333336,2.5833333333333335,32.910833333333336,2.5833333333333335,6.47,False
460,98553,10,4,800,10,21,173,Extra Time Boost,0,21.48,2023-11-12 00:00:00.000000000,0,22,30,16,0,1,1,10,0.0125,81.0,38.095238095238095,3.238095238095238,37.45863095238095,3.238095238095238,21.48,False
461,131066,66,170,800,11,24,50,Striped Candy Blast,6,34.42,2023-11-12 00:00:00.000000000,0,20,3,102,1,1,1,17,0.0825,81.0,33.333333333333336,5.208333333333333,34.58708333333333,5.208333333333333,34.42,False
462,145009,103,256,2299,26,8,399,Wrapped Candy Blast,13,3.4,2023-11-12 00:00:00.000000000,0,0,2,12,0,1,1,39,0.04480208786428882,81.0,287.375,1.75,260.7849010439321,1.75,3.4,False
463,149813,44,15,3732,33,16,134,Special Candy Swap,0,7.8,2023-11-12 00:00:00.000000000,0,9,27,12,0,1,1,33,0.011789924973204717,81.0,233.25,3.0,212.9308949624866,3.0,7.8,False
464,172667,10,4,800,21,1,50,Special Candy Swap,0,20.26,2023-11-12 00:00:00.000000000,0,0,0,4,1,0,1,21,0.0125,81.0,800.0,4.0,723.70625,4.0,20.26,False
465,190473,129,400,95000,6,21,51,Rewarded_Boosters,0,19.01,2023-11-12 00:00:00.000000000,0,0,5,17,0,2,1,6,0.0013578947368421052,81.0,4523.809523809524,1.0476190476190477,4073.062583709273,1.0476190476190477,19.01,False
466,203877,66,237,5624,0,1,343,Striped Candy Swipe,0,0.04,2023-11-12 00:00:00.000000000,0,0,4,0,1,1,1,0,0.011735419630156473,81.0,5624.0,4.0,5065.305867709815,4.0,0.04,False
467,204487,121,64,30089,14,24,1520,Fish Usage,1,99.99,2023-11-12 00:00:00.000000000,0,5,112,57,0,1,1,15,0.004021403170593905,81.0,1253.7083333333333,7.25,1134.3145107015853,7.25,99.99,False
468,208462,10,104,2091,12,7,2280,Striped Candy Swipe,40,6.78,2023-11-12 00:00:00.000000000,0,30,45,77,0,1,2,52,0.004782400765184123,81.0,298.7142857142857,21.714285714285715,285.84524834323975,21.714285714285715,31.84,False
469,225624,10,400,4502,34,24,509,Color Bomb Usage,4,27.2,2023-11-12 00:00:00.000000000,0,2,23,16,0,0,1,38,0.002221235006663705,81.0,187.58333333333334,1.7083333333333333,170.9219439508367,1.7083333333333333,27.2,False
470,228677,10,113,800,9,23,50,Special Candy Swap,24,7.91,2023-11-12 00:00:00.000000000,0,0,8,2,1,1,1,33,0.0125,81.0,34.78260869565217,0.43478260869565216,32.514945652173914,0.43478260869565216,7.91,False
471,229543,75,211,800,95,22,2280,Striped Candy Swipe,44,4.29,2023-11-12 00:00:00.000000000,0,13,27,23,1,1,1,139,0.09375,81.0,36.36363636363637,2.8636363636363638,35.67869318181819,2.8636363636363638,4.29,False
472,279515,10,212,62803,10,22,828,Striped Candy Swipe,0,25.46,2023-11-12 00:00:00.000000000,0,3,112,0,1,1,1,10,0.00015922806235370922,81.0,2854.681818181818,5.2272727272727275,2573.7728068867586,5.2272727272727275,25.46,False
473,431553,338,239,800,0,1,353,Special Candy Swap,0,8.55,2023-11-12 00:00:00.000000000,0,46,8,5,1,1,1,0,0.4225,81.0,800.0,59.0,762.4112499999999,59.0,8.55,False
474,622913,112,118,800,8,8,866,Extra Time Boost,0,51.21,2023-11-12 00:00:00.000000000,0,2,1,0,1,1,1,8,0.14,81.0,100.0,0.375,91.2325,0.375,51.21,False
475,1052509,10,4,800,8,24,50,Color Bomb Usage,3,2.01,2023-11-12 00:00:00.000000000,0,14,12,36,1,1,1,11,0.0125,81.0,33.333333333333336,2.5833333333333335,32.71458333333334,2.5833333333333335,2.01,False
476,208657,246,188,800,36,13,797,Extra Moves,11,9.02,2023-11-11 00:00:00.000000000,0,7,32,12,0,1,1,47,0.3075,82.0,61.53846153846154,3.923076923076923,59.18451923076923,3.923076923076923,9.02,False
477,208658,76,75,7563,0,1,50,Color Bomb Creation,11,14.54,2023-11-11 00:00:00.000000000,0,28,103,12,0,1,2,11,0.01004892238529684,82.0,7563.0,143.0,6908.605024461193,100.0,19.4,False
478,208711,400,135,8650,56,5,212,Special Candy Swap,0,2.16,2023-11-11 00:00:00.000000000,0,17,15,1,0,1,2,56,0.046242774566473986,82.0,1730.0,6.6,1563.443121387283,6.6,23.18,False
479,63407,10,87,800,14,5,400,Fish Usage,0,8.57,2023-11-11 00:00:00.000000000,0,1,7,8,1,1,1,14,0.0125,82.0,160.0,3.2,147.14625,3.2,8.57,False
480,76107,46,248,800,35,9,264,Striped Candy Swipe,3,99.99,2023-11-11 00:00:00.000000000,0,15,21,0,0,1,1,38,0.0575,82.0,88.88888888888889,4.0,83.72875,4.0,99.99,False
481,93239,10,187,800,7,14,563,Extra Moves,2,15.15,2023-11-11 00:00:00.000000000,0,1,0,0,0,1,1,9,0.0125,82.0,57.142857142857146,0.07142857142857142,52.38482142857143,0.07142857142857142,15.15,False
482,129372,10,178,800,60,24,1591,Extra Time Boost,15,11.17,2023-11-11 00:00:00.000000000,0,10,30,0,0,0,1,75,0.0125,82.0,33.333333333333336,1.6666666666666667,32.07291666666667,1.6666666666666667,11.17,False
483,176384,146,83,80200,8,6,137,Extra Moves,0,6.82,2023-11-11 00:00:00.000000000,0,0,3,17,1,1,1,8,0.0018204488778054862,82.0,13366.666666666666,3.3333333333333335,12033.234243557772,3.3333333333333335,6.82,False
484,349736,191,283,800,12,1,157,Extra Time Boost,10,19.07,2023-11-11 00:00:00.000000000,0,25,9,114,0,1,1,22,0.23875,82.0,800.0,148.0,824.619375,100.0,19.07,False
485,672412,151,217,800,53,9,50,Striped Candy Swipe,40,24.16,2023-11-11 00:00:00.000000000,0,27,20,6,0,1,2,93,0.18875,82.0,88.88888888888889,5.888888888888889,86.01659722222222,5.888888888888889,30.08,False
486,824653,78,195,66224,2,7,583,Striped Candy Swipe,0,16.4,2023-11-11 00:00:00.000000000,0,0,8,0,0,1,2,2,0.0011778207296448417,82.0,9460.57142857143,1.1428571428571428,8517.11487462465,1.1428571428571428,21.709999999999997,False
487,845670,10,40,800,2,15,50,Extra Time Boost,13,31.44,2023-11-11 00:00:00.000000000,0,0,0,28,1,1,2,15,0.0125,82.0,53.333333333333336,1.8666666666666667,51.11291666666666,1.8666666666666667,57.07,False
488,1010830,141,38,11122,0,1,50,Color Bomb Creation,0,7.58,2023-11-11 00:00:00.000000000,0,2,0,5,0,1,1,0,0.012677575975543967,82.0,11122.0,7.0,10015.606338787988,7.0,7.58,False
489,208902,489,4,2213,4,1,50,Special Candy Swap,13,1.77,2023-11-10 00:00:00.000000000,0,18,4,0,0,1,1,17,0.2209670131043832,83.0,2213.0,22.0,2008.1104835065523,22.0,1.77,False
490,208935,193,350,25812,14,1,402,Special Candy Swap,2,3.48,2023-11-10 00:00:00.000000000,0,25,3,53,0,1,2,16,0.007477142414380908,83.0,25812.0,81.0,23289.303738571205,81.0,12.22,False
491,209390,28,4,800,10,1,229,Color Bomb Usage,0,21.05,2023-11-10 00:00:00.000000000,0,17,21,4,1,1,2,10,0.035,83.0,800.0,42.0,751.2175,42.0,23.880000000000003,False
492,209537,998,4,10026,8,24,50,Fish Usage,0,85.45,2023-11-10 00:00:00.000000000,0,28,0,61,0,1,1,8,0.099541192898464,83.0,417.75,3.7083333333333335,379.52060392978257,3.7083333333333335,85.45,False
493,209861,26,4,800,59,11,644,Fish Usage,30,48.37,2023-11-10 00:00:00.000000000,0,76,0,4,1,1,1,89,0.0325,83.0,72.72727272727273,7.2727272727272725,71.46170454545457,7.2727272727272725,48.37,False
494,210093,107,4,800,74,4,310,Fish Usage,49,26.91,2023-11-10 00:00:00.000000000,0,20,2,3,0,1,2,123,0.13375,83.0,200.0,6.25,186.24187500000002,6.25,52.45,False
495,210147,91,46,64686,35,1,407,Extra Time Boost,3,8.14,2023-11-10 00:00:00.000000000,0,21,19,23,1,1,1,38,0.0014067959063785054,83.0,64686.0,63.0,58262.40070339796,63.0,8.14,False
496,210215,10,36,22838,10,1,1226,Special Candy Swap,7,20.79,2023-11-10 00:00:00.000000000,0,18,2,0,1,1,2,17,0.0004378667133724494,83.0,22838.0,20.0,20570.000218933357,20.0,30.13,False
497,17638,10,19,800,20,24,159,Rewarded_Boosters,3,0.85,2023-11-10 00:00:00.000000000,0,25,7,4,1,1,1,23,0.0125,83.0,33.333333333333336,1.5,31.956250000000004,1.5,0.85,False
498,60021,139,210,29109,0,7,50,Wrapped Candy Blast,0,25.38,2023-11-10 00:00:00.000000000,0,76,0,20,0,1,1,0,0.004775155450204404,83.0,4158.428571428572,13.714285714285714,3753.0881018634395,13.714285714285714,25.38,False
499,78260,175,400,12675,95,23,472,Extra Time Boost,31,19.02,2023-11-10 00:00:00.000000000,0,24,21,11,0,1,1,126,0.013806706114398421,83.0,551.0869565217391,2.4347826086956523,498.5895120487094,2.4347826086956523,19.02,False
500,89484,160,4,18359,22,15,250,Color Bomb Usage,0,36.69,2023-11-10 00:00:00.000000000,0,7,112,7,1,1,1,22,0.008715071626994935,83.0,1223.9333333333334,8.4,1108.324357535814,8.4,36.69,False
501,113169,10,359,37733,1,1,50,Wrapped Candy Blast,42,11.79,2023-11-10 00:00:00.000000000,0,14,5,19,1,1,1,43,0.0002650200090106803,83.0,37733.0,38.0,33987.20013251001,38.0,11.79,False
502,123744,190,25,800,4,23,50,Striped Candy Swipe,5,4.92,2023-11-10 00:00:00.000000000,0,9,11,7,1,1,1,9,0.2375,83.0,34.78260869565217,1.173913043478261,33.144836956521736,1.173913043478261,4.92,False
503,125432,57,4,800,3,10,50,Extra Moves,2,2.29,2023-11-10 00:00:00.000000000,0,34,0,5,1,1,1,5,0.07125,83.0,80.0,3.9,75.665625,3.9,2.29,False
504,138746,72,44,35332,0,7,334,Wrapped Candy Blast,7,3.02,2023-11-10 00:00:00.000000000,0,18,19,0,0,1,1,7,0.002037812747650855,83.0,5047.428571428572,5.285714285714286,4547.286733192088,5.285714285714286,3.02,False
505,141214,998,316,800,8,20,2280,Special Candy Swap,0,25.34,2023-11-10 00:00:00.000000000,0,0,112,31,0,1,1,8,1.2475,83.0,40.0,7.15,42.52875,7.15,25.34,False
506,149384,199,4,800,59,3,50,Color Bomb Usage,0,20.22,2023-11-10 00:00:00.000000000,0,45,0,14,0,1,1,59,0.24875,83.0,266.6666666666667,19.666666666666668,254.7910416666667,19.666666666666668,20.22,False
507,156545,150,269,800,0,1,357,Special Candy Swap,13,15.61,2023-11-10 00:00:00.000000000,0,7,0,7,0,1,1,13,0.1875,83.0,800.0,14.0,730.7937499999999,14.0,15.61,False
508,162501,176,245,7960,7,24,786,Fish Blast,8,27.05,2023-11-10 00:00:00.000000000,0,21,22,8,0,1,1,15,0.022110552763819097,83.0,331.6666666666667,2.125,300.8985552763819,2.125,27.05,False
509,184823,10,229,800,4,6,984,Wrapped Candy Blast,7,22.19,2023-11-10 00:00:00.000000000,0,0,2,16,0,0,1,11,0.0125,83.0,133.33333333333334,3.0,123.00625000000001,3.0,22.19,False
510,193550,41,4,800,16,1,128,Wrapped Candy Blast,0,3.44,2023-11-10 00:00:00.000000000,0,4,0,0,1,1,1,16,0.05125,83.0,800.0,4.0,723.7256249999999,4.0,3.44,False
511,201556,10,201,800,14,1,774,Color Bomb Creation,41,4.14,2023-11-10 00:00:00.000000000,0,13,9,30,0,1,1,55,0.0125,83.0,800.0,52.0,757.30625,52.0,4.14,False
512,207739,67,400,800,0,11,50,Special Candy Swap,11,15.32,2023-11-10 00:00:00.000000000,0,8,5,27,0,1,2,11,0.08375,83.0,72.72727272727273,3.6363636363636362,69.84187500000002,3.6363636363636362,40.05,False
513,338245,78,106,5569,13,24,469,Extra Moves,11,32.46,2023-11-10 00:00:00.000000000,0,59,3,32,1,1,1,24,0.014006105225354643,83.0,232.04166666666666,3.9166666666666665,212.48616971927936,3.9166666666666665,32.46,False
514,507332,10,100,800,32,23,501,Fish Usage,5,7.95,2023-11-10 00:00:00.000000000,0,7,18,5,0,0,1,37,0.0125,83.0,34.78260869565217,1.3043478260869565,33.12364130434783,1.3043478260869565,7.95,False
515,795457,10,5,1814,12,1,50,Striped Candy Swipe,4,14.21,2023-11-10 00:00:00.000000000,0,22,18,9,1,1,2,16,0.005512679162072767,83.0,1814.0,49.0,1668.7027563395811,49.0,22.23,False
516,924134,159,309,800,0,18,50,Special Candy Swap,13,13.4,2023-11-10 00:00:00.000000000,0,6,3,4,0,1,3,13,0.19875,83.0,44.44444444444444,0.7222222222222222,43.30493055555556,0.7222222222222222,126.13,False
517,210405,55,400,2312,13,11,2280,Striped Candy Swipe,10,15.81,2023-11-09 00:00:00.000000000,0,16,9,52,1,1,2,23,0.02378892733564014,84.0,210.1818181818182,7.0,195.87553082730423,7.0,115.8,False
518,210704,10,4,800,27,24,50,Wrapped Candy Blast,40,24.67,2023-11-09 00:00:00.000000000,0,55,30,7,0,1,2,67,0.0125,84.0,33.333333333333336,3.8333333333333335,34.489583333333336,3.8333333333333335,29.93,False
519,21792,55,259,800,72,1,50,Striped Candy Swipe,14,19.3,2023-11-09 00:00:00.000000000,0,17,24,41,0,1,1,86,0.06875,84.0,800.0,82.0,778.3343749999999,82.0,19.3,False
520,40588,10,4,800,6,10,50,Rewarded_Boosters,5,6.09,2023-11-09 00:00:00.000000000,0,76,5,116,1,1,1,11,0.0125,84.0,80.0,19.7,86.69624999999999,19.7,6.09,False
521,108395,208,38,800,23,1,50,Fish Usage,49,23.14,2023-11-09 00:00:00.000000000,0,6,22,13,0,1,1,72,0.26,84.0,800.0,41.0,749.73,41.0,23.14,False
522,122009,143,6,8042,77,14,117,Special Candy Swap,0,24.35,2023-11-09 00:00:00.000000000,0,41,11,22,0,1,1,77,0.017781646356627705,84.0,574.4285714285714,5.285714285714286,521.5946051088926,5.285714285714286,24.35,False
523,408958,127,8,1118,32,24,909,Extra Moves,0,4.4,2023-11-09 00:00:00.000000000,0,9,7,13,1,1,2,32,0.11359570661896243,84.0,46.583333333333336,1.2083333333333333,44.627631186642816,1.2083333333333333,6.0,False
524,1204842,188,19,3739,63,1,50,Wrapped Candy Blast,0,20.18,2023-11-09 00:00:00.000000000,0,4,30,39,1,1,1,63,0.050280823749665686,84.0,3739.0,73.0,3417.125140411875,73.0,20.18,False
525,210800,998,74,6124,6,24,499,Striped Candy Swipe,3,11.31,2023-11-08 00:00:00.000000000,0,16,4,3,0,1,2,9,0.16296538210320052,85.0,255.16666666666666,0.9583333333333334,232.20231602438494,0.9583333333333334,14.100000000000001,False
526,211189,10,4,800,15,24,2280,Striped Candy Swipe,38,2.09,2023-11-08 00:00:00.000000000,0,6,7,106,1,1,2,53,0.0125,85.0,33.333333333333336,4.958333333333333,35.27708333333334,4.958333333333333,10.07,False
527,211398,10,267,32232,59,22,113,Wrapped Candy Blast,9,7.77,2023-11-08 00:00:00.000000000,0,0,0,4,0,0,2,68,0.0003102506825515016,85.0,1465.090909090909,0.18181818181818182,1320.5092460344322,0.18181818181818182,23.740000000000002,False
528,211645,153,15,54447,7,1,133,Extra Time Boost,1,9.6,2023-11-08 00:00:00.000000000,0,76,23,0,1,1,2,8,0.0028100721802854153,85.0,54447.0,99.0,49073.4014050361,99.0,106.41,False
529,211665,10,4,800,95,14,805,Wrapped Candy Blast,0,8.95,2023-11-08 00:00:00.000000000,0,24,8,0,1,1,2,95,0.0125,85.0,57.142857142857146,2.2857142857142856,54.83482142857143,2.2857142857142856,14.02,False
530,212257,189,400,13817,28,24,569,Wrapped Candy Blast,4,23.35,2023-11-08 00:00:00.000000000,0,1,112,7,0,1,2,32,0.013678801476442064,85.0,575.7083333333334,5.0,523.4443394007383,5.0,33.32,False
531,213450,10,4,19428,15,5,50,Fish Blast,0,0.0,2023-11-08 00:00:00.000000000,1,76,4,8,0,1,2,15,0.0005147210212065061,85.0,3885.6,17.6,3511.160257360511,17.6,16.01,False
532,36157,10,13,25319,4,22,50,Fish Usage,14,29.06,2023-11-08 00:00:00.000000000,0,20,1,0,0,1,1,18,0.0003949603064891978,85.0,1150.8636363636363,0.9545454545454546,1037.345652025608,0.9545454545454546,29.06,False
533,64159,160,12,4690,4,8,146,Striped Candy Swipe,0,18.87,2023-11-08 00:00:00.000000000,0,4,27,5,0,1,1,4,0.03411513859275053,85.0,586.25,4.5,531.6920575692964,4.5,18.87,False
534,65727,94,400,800,15,1,179,Extra Time Boost,0,22.21,2023-11-08 00:00:00.000000000,0,1,61,0,1,1,2,15,0.1175,85.0,800.0,62.0,765.25875,62.0,47.06,False
535,80776,10,4,800,95,10,50,Color Bomb Usage,4,1.62,2023-11-08 00:00:00.000000000,0,0,29,8,1,1,1,99,0.0125,85.0,80.0,3.7,75.49625,3.7,1.62,False
536,81938,83,64,800,0,24,50,Wrapped Candy Blast,0,27.73,2023-11-08 00:00:00.000000000,0,76,31,8,1,1,1,0,0.10375,85.0,33.333333333333336,4.791666666666667,34.30604166666667,4.791666666666667,27.73,False
537,91522,998,9,3087,8,7,650,Extra Time Boost,0,17.57,2023-11-08 00:00:00.000000000,0,0,3,29,1,1,1,8,0.32329122125040494,85.0,441.0,4.571428571428571,401.1616456106252,4.571428571428571,17.57,False
538,164557,618,56,20257,11,19,50,Striped Candy Swipe,16,2.56,2023-11-08 00:00:00.000000000,0,0,5,90,0,1,1,27,0.030507972552697833,85.0,1066.157894736842,5.0,963.9573592494341,5.0,2.56,False
